Unnamed: 0,name,celex_code,doc_code,title,publication_date,doc_type,doc_type_code,author,languages,quicksearch_url,classification,date_effect,date_deadline,date_sig
111,no name,32014R0596,596/2014,"Regulation (EU) No 596/2014 of the European Parliament and of the Council of 16 April 2014 on market abuse (market abuse regulation) and repealing Directive 2003/6/EC of the European Parliament and of the Council and Commission Directives 2003/124/EC, 2003/125/EC and 2004/72/EC  Text with EEA relevance",2014-04-16,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=596%2F2014&lang=en&type=quick&qid=1691488239028,"['financial instrument', 'stock-exchange transaction', 'prevention of delinquency', 'restriction on competition', 'dissemination of information', 'insider trading']",2014-07-02,2019-07-03,
112,no name,32019L0878,2019/878,"Directive (EU) 2019/878 of the European Parliament and of the Council of 20 May 2019 amending Directive 2013/36/EU as regards exempted entities, financial holding companies, mixed financial holding companies, remuneration, supervisory measures and powers and capital conservation measures (Text with EEA relevance.)",2019-05-20,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2019%2F878&lang=en&type=quick&qid=1691488298644,"['holding company', 'credit institution', 'banking supervision', 'investment company', 'auditing', 'bank', 'financial services']",2019-06-27,,2019-05-20
113,no name,32004D0039,2004/39,"2004/39/EC: Commission Decision of 23 December 2003 laying down special conditions governing imports of fishery products from Kenya, and repealing Decision 2000/759/EC (Text with EEA relevance) (notified under document number C(2003) 5027)",2003-12-23,Decision,D,European Commission,"ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2004%2F39&lang=en&type=quick&qid=1691488337717,"['import', 'Kenya', 'health control', 'marketing standard', 'fishery product', 'originating product']",2003-12-23,,
114,no name,32014R0806,806/2014,Regulation (EU) No 806/2014 of the European Parliament and of the Council of 15 July 2014 establishing uniform rules and a uniform procedure for the resolution of credit institutions and certain investment firms in the framework of a Single Resolution Mechanism and a Single Resolution Fund and amending Regulation (EU) No 1093/2010,2014-07-15,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=806%2F2014&lang=en&type=quick&qid=1691488384057,"['financial control', 'credit institution', 'financial solvency', 'investment company', 'Economic and Monetary Union', 'euro area', 'company in difficulties', 'aid to undertakings']",2014-08-19,2018-12-31,
115,no name,32015R2365,2015/2365,Regulation (EU) 2015/2365 of the European Parliament and of the Council of 25 November 2015 on transparency of securities financing transactions and of reuse and amending Regulation (EU) No 648/2012 (Text with EEA relevance),2015-11-25,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2015%2F2365&lang=en&type=quick&qid=1691488416101,"['mortgage', 'trade information', 'financial control', 'investment company', 'financial transaction', 'securities', 'financial legislation', 'administrative transparency']",2016-01-12,2016-10-13,
116,no name,32002L0047,2002/47,Directive 2002/47/EC of the European Parliament and of the Council of 6 June 2002 on financial collateral arrangements,2002-06-06,Directive,L,"European Parliament, Council of the European Union","ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2002%2F47&lang=en&type=quick&qid=1691488447208,"['guarantee', 'financial control', 'bond', 'EU Member State', 'financial legislation']",2002-06-27,2003-12-27,
117,no name,32004L0025,2004/25,Directive 2004/25/EC of the European Parliament and of the Council of 21 april 2004 on takeover bids (Text with EEA relevance),2004-04-21,Directive,L,"European Parliament, Council of the European Union","ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2004%2F25&lang=en&type=quick&qid=1691488475788,"['official market', 'takeover bid', 'organisation', 'securities', 'disclosure of information', 'issue of securities']",2004-05-20,,
118,no name,32017L1132,2017/1132,Directive (EU) 2017/1132 of the European Parliament and of the Council of 14 June 2017 relating to certain aspects of company law (codification) (Text with EEA relevance. ),2017-06-14,Directive,L,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2017%2F1132&lang=en&type=quick&qid=1691488530334,"['cross-frontier data flow', 'company with share capital', 'access to information', 'share capital', 'codification of EU law', 'company law', 'economic concentration']",2017-07-20,2016-06-30,2017-06-14
119,no name,32016R1011,2016/1011,Regulation (EU) 2016/1011 of the European Parliament and of the Council of 8 June 2016 on indices used as benchmarks in financial instruments and financial contracts or to measure the performance of investment funds and amending Directives 2008/48/EC and 2014/17/EU and Regulation (EU) No 596/2014 (Text with EEA relevance),2016-06-08,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2016%2F1011&lang=en&type=quick&qid=1691488545083,"['price index', 'financial market', 'domestic market', 'financial control', 'consumer protection', 'financial legislation', 'Euribor']",2016-06-30,2019-12-10,2016-06-08
120,no name,32010R1093,1093/2010,"Regulation (EU) No 1093/2010 of the European Parliament and of the Council of 24 November 2010 establishing a European Supervisory Authority (European Banking Authority), amending Decision No 716/2009/EC and repealing Commission Decision 2009/78/EC",2010-11-24,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=1093%2F2010&lang=en&type=quick&qid=1691488562697,"['EU financing', 'financial market', 'financial control', 'EU programme', 'EU office or agency', 'exchange of information']",2010-12-16,,
121,no name,32013R0575,575/2013,Regulation (EU) No 575/2013 of the European Parliament and of the Council of 26 June 2013 on prudential requirements for credit institutions and investment firms and amending Regulation (EU) No 648/2012  Text with EEA relevance,2013-06-26,Regulation,R,"European Parliament, Council of the European Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, GA, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=575%2F2013&lang=en&type=quick&qid=1691488609226,"['trade information', 'financial control', 'banking policy', 'private-sector liquidity', 'credit institution', 'investment company', 'market supervision', 'financial legislation']",2013-06-28,2019-06-27,
122,no name,32019D0541,2019/541,Commission Implementing Decision (EU) 2019/541 of 1 April 2019 on the equivalence of the legal and supervisory framework applicable to approved exchanges and recognised market operators in Singapore in accordance with Regulation (EU) No 600/2014 of the European Parliament and of the Council (notified under document C(2019) 2349) (Text with EEA relevance.),2019-04-01,Implementing decision,D,"European Commission, Directorate-General for Financial Stability, Financial Services and Capital Markets Union","BG, ES, CS, DA, DE, ET, EL, EN, FR, HR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2019%2F541&lang=en&type=quick&qid=1691488652094,"['financial instrument', 'administrative check', 'financial control', 'stock exchange', 'credit institution', 'Singapore', 'investment company', 'market supervision', 'financial transaction', 'financial legislation']",2019-04-03,2022-04-03,
123,no name,32000D0518,2000/518,2000/518/EC: Commission Decision of 26 July 2000 pursuant to Directive 95/46/EC of the European Parliament and of the Council on the adequate protection of personal data provided in Switzerland (notified under document number C(2000) 2304) (Text with EEA relevance.),2000-07-26,Decision,D,European Commission,"ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2000%2F518&lang=en&type=quick&qid=1691488681285,"['protection of privacy', 'cross-frontier data flow', 'Switzerland', 'fundamental rights', 'personal data', 'confidentiality']",2000-08-25,,
124,no name,32002D0002,2002/2,2002/2/EC: Commission Decision of 20 December 2001 pursuant to Directive 95/46/EC of the European Parliament and of the Council on the adequate protection of personal data provided by the Canadian Personal Information Protection and Electronic Documents Act (notified under document number C(2001) 4539),2001-12-20,Decision,D,European Commission,"ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2002%2F2&lang=en&type=quick&qid=1691488726387,"['protection of privacy', 'cross-frontier data flow', 'disclosure of information', 'fundamental rights', 'personal data', 'confidentiality']",2002-01-04,,
125,no name,32003D0490,2003/490,2003/490/EC: Commission Decision of 30 June 2003 pursuant to Directive 95/46/EC of the European Parliament and of the Council on the adequate protection of personal data in Argentina (Text with EEA relevance),2003-06-30,Decision,D,European Commission,"ES, DA, DE, EL, EN, FR, IT, NL, PT, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2003%2F490&lang=en&type=quick&qid=1691488778840,"['Argentina', 'data protection', 'personal data']",2003-07-05,,
126,no name,32004D0411,2004/411,2004/411/EC:Commission Decision of 28 April 2004 on the adequate protection of personal data in the Isle of Man,2004-04-28,Decision,D,European Commission,EN,https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2004%2F411&lang=en&type=quick&qid=1691488839441,"['protection of privacy', 'cross-frontier data flow', 'Isle of Man', 'disclosure of information', 'fundamental rights', 'personal data', 'confidentiality']",2004-04-30,,
127,no name,32008D0393,2008/393,2008/393/EC: Commission Decision of 8 May 2008 pursuant to Directive 95/46/EC of the European Parliament and of the Council on the adequate protection of personal data in Jersey (notified under document number C(2008) 1746) (Text with EEA relevance),2008-05-28,Decision,D,European Commission,"BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2008%2F393&lang=en&type=quick&qid=1691488885757,"['Channel Islands', 'data protection', 'personal data']",2008-05-26,,
128,no name,32010D0146,2010/146,2010/146/: Commission Decision of 5 March 2010 pursuant to Directive 95/46/EC of the European Parliament and of the Council on the adequate protection provided by the Faeroese Act on processing of personal data (notified under document C(2010) 1130) (Text with EEA relevance),2010-03-05,Decision,D,European Commission,"BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2010%2F146&lang=en&type=quick&qid=1691488931559,"['Faroe Islands', 'cross-frontier data flow', 'information processing', 'data protection', 'personal data']",2010-03-09,,
129,no name,32010D0625,2010/625,2010/625/EU: Commission Decision of 19 October 2010 pursuant to Directive 95/46/EC of the European Parliament and of the Council on the adequate protection of personal data in Andorra (notified under document C(2010) 7084)  Text with EEA relevance,2010-10-19,Decision,D,European Commission,"BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2010%2F625&lang=en&type=quick&qid=1691488975660,"['Andorra', 'protection of privacy', 'cross-frontier data flow', 'data protection', 'disclosure of information', 'personal data', 'confidentiality']",2010-10-21,,
130,no name,32013D0065,2013/65,2013/65/EU: Commission Implementing Decision of 19 December 2012 pursuant to Directive 95/46/EC of the European Parliament and of the Council on the adequate protection of personal data by New Zealand (notified under document C(2012) 9557)  Text with EEA relevance,2012-12-19,Implementing decision,D,European Commission,"BG, ES, CS, DA, DE, ET, EL, EN, FR, IT, LV, LT, HU, MT, NL, PL, PT, RO, SK, SL, FI, SV",https://eur-lex.europa.eu/search.html?scope=EURLEX&text=2013%2F65&lang=en&type=quick&qid=1691489028423,"['New Zealand', 'cross-frontier data flow', 'data protection', 'disclosure of information', 'personal data', 'confidentiality']",2012-12-20,,
